37	0	5672	1152	256	256
81	1	15530	2369	256	256
80	5	955	156	955	156
80	4	1909	312	256	256
60	0	1665	2016	256	256
80	3	3818	623	256	256
80	2	7636	1245	256	256
80	1	15271	2490	256	256
27	2	2817	323	256	256
27	4	705	81	705	81
79	5	550	107	550	107
1860	2	1918	1549	256	256
1860	3	959	775	256	256
79	4	1099	213	256	256
13	1	1087	829	256	256
1860	1	3836	3097	256	256
1860	0	7672	6194	256	256
34	0	6994	1410	256	256
79	3	2198	426	256	256
79	2	4395	852	256	256
79	1	8790	1704	256	256
78	5	929	139	929	139
499	0	6319	1052	256	256
29	1	6605	898	256	256
28	4	817	112	817	112
264	2	3424	506	256	256
11	2	539	443	256	256
11	3	270	222	256	256
264	3	1712	253	256	256
78	4	1858	278	256	256
78	3	3715	556	256	256
61	0	1726	2140	256	256
12	1	1052	846	256	256
63	0	1723	1976	256	256
62	0	1685	2074	256	256
21	0	2053	1810	256	256
15	0	2214	1880	256	256
13	0	2174	1657	256	256
11	0	2155	1772	256	256
17	0	2120	1880	256	256
12	0	2103	1692	256	256
14	0	2243	1880	256	256
10	0	2165	1713	256	256
8	0	1769	1410	256	256
9	0	2013	1663	256	256
13	2	544	415	256	256
264	4	856	127	856	127
14	1	1122	940	256	256
14	3	281	235	256	256
265	0	13911	2393	256	256
78	2	7430	1111	256	256
157	1	22136	5051	256	256
16	1	1085	940	256	256
18	1	1084	935	256	256
17	1	1060	940	256	256
265	1	6956	1197	256	256
78	1	14859	2221	256	256
16	3	272	235	256	256
160	1	30048	6500	256	256
157	4	2767	632	256	256
157	3	5534	1263	256	256
19	1	995	914	256	256
77	5	611	123	611	123
265	2	3478	599	256	256
18	3	271	234	256	256
21	3	257	227	256	256
21	2	514	453	256	256
21	1	1027	905	256	256
77	4	1222	245	256	256
263	4	549	146	549	146
263	3	1098	291	256	256
22	1	1173	936	256	256
22	2	587	468	256	256
26	3	1619	209	256	256
77	3	2444	489	256	256
26	4	810	105	810	105
27	1	5634	645	256	256
27	3	1409	162	256	256
28	3	1634	223	256	256
77	2	4888	978	256	256
77	1	9775	1956	256	256
30	3	1671	238	256	256
30	4	836	119	836	119
28	1	6535	889	256	256
28	2	3268	445	256	256
30	2	3342	475	256	256
30	1	6684	949	256	256
498	0	6123	883	256	256
76	5	470	84	470	84
76	4	940	167	256	256
76	3	1880	334	256	256
76	2	3760	667	256	256
76	1	7520	1334	256	256
75	5	443	69	443	69
75	4	885	138	256	256
75	3	1769	276	256	256
75	2	3537	551	256	256
258	2	5194	1075	256	256
258	3	2597	538	256	256
258	4	1299	269	256	256
258	5	650	135	650	135
259	1	10091	1916	256	256
75	1	7074	1101	256	256
74	5	247	63	247	63
74	4	493	126	256	256
74	3	985	251	256	256
74	2	1969	502	256	256
74	1	3938	1003	256	256
73	5	170	46	170	46
73	4	339	92	256	256
73	3	677	184	256	256
73	2	1353	367	256	256
73	1	2705	733	256	256
72	5	947	152	947	152
72	4	1894	304	256	256
72	3	3788	608	256	256
72	2	7575	1216	256	256
72	1	15150	2432	256	256
71	5	185	68	185	68
71	4	370	136	256	256
71	3	740	271	256	256
71	2	1480	541	256	256
71	1	2960	1082	256	256
70	5	316	105	316	105
70	4	631	210	256	256
70	3	1262	420	256	256
70	2	2523	840	256	256
70	1	5045	1679	256	256
69	5	377	129	377	129
69	4	753	257	256	256
69	3	1506	514	256	256
69	2	3011	1027	256	256
69	1	6022	2054	256	256
68	5	463	135	463	135
68	4	926	270	256	256
68	3	1852	540	256	256
258	1	10388	2150	256	256
257	5	659	140	659	140
257	4	1318	280	256	256
257	3	2635	559	256	256
257	2	5269	1117	256	256
257	1	10538	2234	256	256
256	5	658	152	658	152
256	4	1315	304	256	256
256	3	2629	608	256	256
256	2	5257	1215	256	256
256	1	10514	2430	256	256
105	5	981	164	981	164
105	4	1962	327	256	256
105	3	3924	654	256	256
105	2	7848	1307	256	256
105	1	15695	2614	256	256
104	5	954	162	954	162
104	4	1907	323	256	256
104	3	3813	645	256	256
104	2	7626	1290	256	256
104	1	15251	2579	256	256
85	5	975	152	975	152
85	4	1949	303	256	256
85	3	3897	605	256	256
68	2	3704	1080	256	256
68	1	7408	2160	256	256
67	5	529	157	529	157
67	4	1057	313	256	256
67	3	2114	626	256	256
67	2	4228	1252	256	256
86	3	625	160	256	256
86	2	1250	320	256	256
86	1	2500	640	256	256
86	0	5000	1279	256	256
87	0	4803	1182	256	256
87	1	2402	591	256	256
87	2	1201	296	256	256
87	3	601	148	256	256
88	3	625	160	256	256
88	2	1250	320	256	256
88	1	2500	640	256	256
88	0	5000	1279	256	256
89	3	625	160	256	256
89	2	1250	320	256	256
89	1	2500	640	256	256
89	0	5000	1279	256	256
90	3	625	160	256	256
90	2	1250	320	256	256
90	1	2500	640	256	256
90	0	5000	1279	256	256
93	3	625	160	256	256
93	2	1250	320	256	256
93	1	2500	640	256	256
93	0	5000	1279	256	256
67	1	8456	2504	256	256
66	5	597	145	597	145
66	4	1193	289	256	256
66	3	2385	577	256	256
66	2	4770	1153	256	256
66	1	9539	2306	256	256
65	5	623	153	623	153
65	4	1245	306	256	256
65	3	2490	611	256	256
65	2	4980	1222	256	256
65	1	9959	2443	256	256
64	5	662	129	662	129
64	4	1323	257	256	256
64	3	2646	514	256	256
64	2	5292	1028	256	256
64	1	10583	2055	256	256
259	0	20181	3831	256	256
258	0	20776	4299	256	256
257	0	21076	4468	256	256
256	0	21027	4859	256	256
105	0	31390	5228	256	256
104	0	30502	5158	256	256
85	0	31174	4840	256	256
84	0	30956	4827	256	256
83	0	31128	4873	256	256
82	0	31106	4699	256	256
81	0	31059	4737	256	256
80	0	30541	4980	256	256
72	0	30300	4863	256	256
78	0	29718	4442	256	256
77	0	19549	3912	256	256
79	0	17580	3407	256	256
76	0	15040	2667	256	256
75	0	14148	2201	256	256
74	0	7876	2005	256	256
73	0	5409	1466	256	256
106	3	625	160	256	256
106	2	1250	320	256	256
106	1	2500	640	256	256
106	0	5000	1279	256	256
107	3	625	160	256	256
107	2	1250	320	256	256
107	1	2500	640	256	256
107	0	5000	1279	256	256
108	0	4837	1058	256	256
108	1	2419	529	256	256
108	2	1210	265	256	256
108	3	605	133	256	256
109	0	4837	1058	256	256
109	1	2419	529	256	256
109	2	1210	265	256	256
109	3	605	133	256	256
110	0	4837	1058	256	256
110	1	2419	529	256	256
110	2	1210	265	256	256
110	3	605	133	256	256
111	0	4837	1058	256	256
111	1	2419	529	256	256
111	2	1210	265	256	256
111	3	605	133	256	256
112	0	4837	1058	256	256
112	1	2419	529	256	256
112	2	1210	265	256	256
112	3	605	133	256	256
113	0	4837	1058	256	256
113	1	2419	529	256	256
113	2	1210	265	256	256
113	3	605	133	256	256
114	0	4837	1058	256	256
114	1	2419	529	256	256
114	2	1210	265	256	256
114	3	605	133	256	256
115	0	4837	1058	256	256
115	1	2419	529	256	256
115	2	1210	265	256	256
115	3	605	133	256	256
116	0	4837	1058	256	256
116	1	2419	529	256	256
116	2	1210	265	256	256
116	3	605	133	256	256
117	0	4837	1058	256	256
117	1	2419	529	256	256
117	2	1210	265	256	256
117	3	605	133	256	256
118	0	4837	1058	256	256
118	1	2419	529	256	256
118	2	1210	265	256	256
118	3	605	133	256	256
119	0	4837	1058	256	256
119	1	2419	529	256	256
119	2	1210	265	256	256
119	3	605	133	256	256
120	0	4837	1058	256	256
120	1	2419	529	256	256
120	2	1210	265	256	256
120	3	605	133	256	256
121	0	4837	1058	256	256
121	1	2419	529	256	256
121	2	1210	265	256	256
121	3	605	133	256	256
122	0	4837	1058	256	256
122	1	2419	529	256	256
122	2	1210	265	256	256
122	3	605	133	256	256
123	0	4837	1058	256	256
123	1	2419	529	256	256
123	2	1210	265	256	256
123	3	605	133	256	256
124	0	4837	1058	256	256
124	1	2419	529	256	256
124	2	1210	265	256	256
124	3	605	133	256	256
125	0	4837	1058	256	256
125	1	2419	529	256	256
125	2	1210	265	256	256
125	3	605	133	256	256
126	0	4837	1058	256	256
126	1	2419	529	256	256
126	2	1210	265	256	256
126	3	605	133	256	256
127	0	4837	1058	256	256
127	1	2419	529	256	256
127	2	1210	265	256	256
127	3	605	133	256	256
128	3	625	160	256	256
128	2	1250	320	256	256
128	1	2500	640	256	256
128	0	5000	1279	256	256
129	0	3966	1058	256	256
129	1	1983	529	256	256
129	2	992	265	256	256
129	3	496	133	256	256
130	0	3966	1058	256	256
130	1	1983	529	256	256
130	2	992	265	256	256
130	3	496	133	256	256
131	0	3966	1058	256	256
131	1	1983	529	256	256
131	2	992	265	256	256
131	3	496	133	256	256
132	0	3966	1058	256	256
132	1	1983	529	256	256
132	2	992	265	256	256
132	3	496	133	256	256
133	0	3966	1058	256	256
133	1	1983	529	256	256
133	2	992	265	256	256
133	3	496	133	256	256
134	0	3966	1058	256	256
134	1	1983	529	256	256
134	2	992	265	256	256
134	3	496	133	256	256
135	0	3966	1058	256	256
135	1	1983	529	256	256
135	2	992	265	256	256
135	3	496	133	256	256
136	0	3966	1058	256	256
136	1	1983	529	256	256
136	2	992	265	256	256
136	3	496	133	256	256
137	0	3966	1058	256	256
137	1	1983	529	256	256
137	2	992	265	256	256
137	3	496	133	256	256
138	0	3966	1058	256	256
138	1	1983	529	256	256
138	2	992	265	256	256
138	3	496	133	256	256
139	0	3966	1058	256	256
139	1	1983	529	256	256
139	2	992	265	256	256
139	3	496	133	256	256
140	0	3966	1058	256	256
140	1	1983	529	256	256
140	2	992	265	256	256
140	3	496	133	256	256
141	0	3966	1058	256	256
141	1	1983	529	256	256
141	2	992	265	256	256
141	3	496	133	256	256
142	0	3966	1058	256	256
142	1	1983	529	256	256
142	2	992	265	256	256
142	3	496	133	256	256
143	0	3966	1058	256	256
143	1	1983	529	256	256
143	2	992	265	256	256
143	3	496	133	256	256
144	0	4507	1058	256	256
144	1	2254	529	256	256
144	2	1127	265	256	256
144	3	564	133	256	256
145	3	564	133	256	256
145	2	1127	265	256	256
145	1	2254	529	256	256
145	0	4507	1058	256	256
146	3	564	133	256	256
146	2	1127	265	256	256
146	1	2254	529	256	256
146	0	4507	1058	256	256
147	3	564	133	256	256
147	2	1127	265	256	256
147	1	2254	529	256	256
147	0	4507	1058	256	256
148	3	564	133	256	256
148	2	1127	265	256	256
148	1	2254	529	256	256
148	0	4507	1058	256	256
71	0	5920	2164	256	256
70	0	10090	3358	256	256
69	0	12043	4108	256	256
157	0	44271	10102	256	256
68	0	14816	4320	256	256
67	0	16912	5007	256	256
12	3	263	212	256	256
12	2	526	423	256	256
66	0	19077	4612	256	256
65	0	19917	4885	256	256
64	0	21166	4109	256	256
500	0	6598	1172	256	256
501	0	6713	1242	256	256
502	0	8798	1793	256	256
467	5	25	77	25	77
467	4	49	154	256	256
263	2	2195	582	256	256
194	5	2498	628	256	256
194	4	4996	1256	256	256
194	3	9992	2512	256	256
194	2	19984	5024	256	256
194	1	39968	10048	256	256
194	0	79936	20096	256	256
171	0	37824	13824	256	256
171	1	18912	6912	256	256
171	2	9456	3456	256	256
171	3	4728	1728	256	256
171	4	2364	864	256	256
171	5	1182	432	256	256
171	6	591	216	591	216
170	0	37395	13995	256	256
170	1	18698	6998	256	256
170	2	9349	3499	256	256
170	3	4675	1750	256	256
170	4	2338	875	256	256
170	5	1169	438	256	256
170	6	585	219	585	219
172	0	39465	14850	256	256
172	1	19733	7425	256	256
172	2	9867	3713	256	256
172	3	4934	1857	256	256
172	4	2467	929	256	256
172	5	1234	465	256	256
172	6	617	233	617	233
173	0	41569	16232	256	256
173	1	20785	8116	256	256
173	2	10393	4058	256	256
173	3	5197	2029	256	256
173	4	2599	1015	256	256
173	5	1300	508	256	256
173	6	650	254	650	254
162	6	1017	232	1017	232
162	5	2034	463	256	256
162	4	4067	925	256	256
162	3	8134	1849	256	256
162	2	16267	3698	256	256
162	1	32533	7395	256	256
175	0	89040	22717	256	256
175	1	44520	11359	256	256
175	2	22260	5680	256	256
175	3	11130	2840	256	256
175	4	5565	1420	256	256
175	5	2783	710	256	256
175	6	1392	355	1392	355
176	0	95800	18750	256	256
176	1	47900	9375	256	256
176	2	23950	4688	256	256
176	3	11975	2344	256	256
176	4	5988	1172	256	256
176	5	2994	586	256	256
176	6	1497	293	1497	293
160	6	939	204	939	204
160	5	1878	407	256	256
160	4	3756	813	256	256
160	3	7512	1625	256	256
160	2	15024	3250	256	256
157	5	1384	316	256	256
159	6	898	190	898	190
159	5	1795	379	256	256
159	4	3590	758	256	256
159	3	7180	1516	256	256
159	2	14359	3031	256	256
159	1	28718	6062	256	256
159	0	57435	12123	256	256
161	6	1048	221	1048	221
161	5	2096	441	256	256
161	4	4191	881	256	256
161	3	8381	1761	256	256
161	2	16761	3522	256	256
161	1	33522	7044	256	256
161	0	67044	14087	256	256
158	6	767	179	767	179
158	5	1533	358	256	256
158	4	3066	715	256	256
158	3	6132	1430	256	256
158	2	12263	2859	256	256
158	1	24525	5717	256	256
158	0	49050	11434	256	256
164	0	80000	20000	256	256
164	1	40000	10000	256	256
164	2	20000	5000	256	256
164	3	10000	2500	256	256
164	4	5000	1250	256	256
164	5	2500	625	256	256
164	6	1250	313	1250	313
182	0	81571	19128	256	256
182	1	40786	9564	256	256
182	2	20393	4782	256	256
182	3	10197	2391	256	256
182	4	5099	1196	256	256
182	5	2550	598	256	256
182	6	1275	299	1275	299
183	0	100257	20541	256	256
183	1	50129	10271	256	256
183	2	25065	5136	256	256
183	3	12533	2568	256	256
183	4	6267	1284	256	256
183	5	3134	642	256	256
183	6	1567	321	1567	321
184	0	94608	18112	256	256
184	1	47304	9056	256	256
184	2	23652	4528	256	256
184	3	11826	2264	256	256
184	4	5913	1132	256	256
184	5	2957	566	256	256
184	6	1479	283	1479	283
165	0	96000	24000	256	256
165	1	48000	12000	256	256
165	2	24000	6000	256	256
165	3	12000	3000	256	256
165	4	6000	1500	256	256
165	5	3000	750	256	256
165	6	1500	375	1500	375
166	0	88000	16000	256	256
166	1	44000	8000	256	256
166	2	22000	4000	256	256
166	3	11000	2000	256	256
166	4	5500	1000	256	256
166	5	2750	500	256	256
166	6	1375	250	1375	250
167	0	97000	20000	256	256
167	1	48500	10000	256	256
167	2	24250	5000	256	256
167	3	12125	2500	256	256
167	4	6063	1250	256	256
167	5	3032	625	256	256
167	6	1516	313	1516	313
207	6	172	208	172	208
207	5	343	415	256	256
207	4	685	830	256	256
207	3	1369	1659	256	256
207	2	2738	3318	256	256
207	1	5476	6635	256	256
207	0	10952	13269	256	256
189	0	80267	18795	256	256
189	1	40134	9398	256	256
189	2	20067	4699	256	256
189	3	10034	2350	256	256
189	4	5017	1175	256	256
189	5	2509	588	256	256
189	6	1255	294	1255	294
206	6	171	199	171	199
206	5	341	398	256	256
206	4	682	795	256	256
206	3	1363	1589	256	256
206	2	2726	3178	256	256
206	1	5452	6356	256	256
206	0	10904	12712	256	256
190	0	93471	18112	256	256
190	1	46736	9056	256	256
190	2	23368	4528	256	256
190	3	11684	2264	256	256
190	4	5842	1132	256	256
190	5	2921	566	256	256
190	6	1461	283	1461	283
192	0	61440	21504	256	256
192	1	30720	10752	256	256
192	2	15360	5376	256	256
192	3	7680	2688	256	256
192	4	3840	1344	256	256
192	5	1920	672	256	256
192	6	960	336	960	336
193	0	66000	19000	256	256
193	1	33000	9500	256	256
193	2	16500	4750	256	256
193	3	8250	2375	256	256
193	4	4125	1188	256	256
193	5	2063	594	256	256
194	6	1249	314	1249	314
196	6	116	121	116	121
197	1	4219	4670	256	256
201	6	181	328	181	328
198	0	12465	24061	256	256
202	4	437	958	256	256
242	6	49	149	49	149
201	0	11568	20992	256	256
241	0	8837	20226	256	256
203	0	11506	12688	256	256
204	0	11506	12913	256	256
205	0	13424	13795	256	256
242	5	98	298	256	256
195	2	1804	3497	256	256
208	0	14383	16008	256	256
209	0	13424	15822	256	256
235	6	140	309	140	309
211	0	14383	16300	256	256
212	0	13800	16300	256	256
213	0	13500	16300	256	256
242	4	195	596	256	256
231	6	136	318	136	318
216	0	15342	18501	256	256
217	0	14383	16500	256	256
219	6	199	273	199	273
218	6	193	261	193	261
229	6	139	319	139	319
221	0	14383	18512	256	256
225	6	144	326	144	326
242	3	389	1192	256	256
224	0	14383	18288	256	256
222	6	158	336	158	336
242	2	777	2384	256	256
227	0	14383	18915	256	256
228	0	15342	18515	256	256
220	6	156	329	156	329
230	0	15342	19170	256	256
215	6	159	327	159	327
242	1	1553	4767	256	256
233	0	15342	19387	256	256
234	0	14383	18951	256	256
210	6	173	333	173	333
214	2	1375	3175	256	256
237	0	15342	19161	256	256
238	0	15342	19417	256	256
239	0	15342	20070	256	256
240	0	14383	19637	256	256
200	3	1108	1235	256	256
199	4	462	983	256	256
243	0	15342	18737	256	256
244	0	14383	19597	256	256
245	0	14383	19856	256	256
246	0	14383	20313	256	256
247	0	15342	20731	256	256
248	0	16301	20981	256	256
249	0	15342	21411	256	256
250	0	15342	22099	256	256
251	0	13424	21200	256	256
252	0	15342	22770	256	256
253	0	12465	20305	256	256
254	0	12465	21199	256	256
196	5	231	242	256	256
196	4	462	484	256	256
196	3	923	968	256	256
196	2	1846	1935	256	256
197	2	2110	2335	256	256
197	3	1055	1168	256	256
197	4	528	584	256	256
210	2	2758	5322	256	256
201	5	362	656	256	256
201	4	723	1312	256	256
201	3	1446	2624	256	256
234	6	225	297	225	297
198	1	6233	12031	256	256
198	2	3117	6016	256	256
198	3	1559	3008	256	256
213	5	422	510	256	256
234	5	450	593	256	256
202	5	219	479	256	256
202	6	110	240	110	240
242	0	3106	9533	256	256
234	4	899	1185	256	256
236	6	55	152	55	152
236	5	110	303	256	256
236	4	220	605	256	256
233	6	240	303	240	303
236	3	440	1209	256	256
236	2	880	2417	256	256
236	1	1760	4834	256	256
213	4	844	1019	256	256
233	5	480	606	256	256
241	1	4419	10113	256	256
241	2	2210	5057	256	256
241	3	1105	2529	256	256
212	6	216	255	216	255
233	4	959	1212	256	256
203	1	5753	6344	256	256
203	2	2877	3172	256	256
203	3	1439	1586	256	256
212	5	432	510	256	256
214	3	688	1588	256	256
204	1	5753	6457	256	256
204	2	2877	3229	256	256
204	3	1439	1615	256	256
212	4	863	1019	256	256
215	0	10118	20886	256	256
205	1	6712	6898	256	256
205	2	3356	3449	256	256
205	3	1678	1725	256	256
211	6	225	255	225	255
215	1	5059	10443	256	256
202	0	6984	15316	256	256
202	1	3492	7658	256	256
202	2	1746	3829	256	256
211	5	450	510	256	256
215	2	2530	5222	256	256
195	3	902	1749	256	256
195	4	451	875	256	256
195	5	226	438	256	256
211	4	899	1019	256	256
230	6	240	300	240	300
208	1	7192	8004	256	256
208	2	3596	4002	256	256
208	3	1798	2001	256	256
235	0	8949	19733	256	256
230	5	480	600	256	256
209	1	6712	7911	256	256
209	2	3356	3956	256	256
209	3	1678	1978	256	256
235	1	4475	9867	256	256
230	4	959	1199	256	256
235	5	280	617	256	256
235	4	560	1234	256	256
235	3	1119	2467	256	256
235	2	2238	4934	256	256
220	0	9963	21040	256	256
211	1	7192	8150	256	256
211	2	3596	4075	256	256
211	3	1798	2038	256	256
209	6	210	248	210	248
220	1	4982	10520	256	256
212	1	6900	8150	256	256
212	2	3450	4075	256	256
212	3	1725	2038	256	256
209	5	420	495	256	256
220	2	2491	5260	256	256
213	1	6750	8150	256	256
213	2	3375	4075	256	256
213	3	1688	2038	256	256
209	4	839	989	256	256
228	6	240	290	240	290
236	0	3519	9668	256	256
232	6	54	158	54	158
232	5	108	315	256	256
228	5	480	579	256	256
231	5	272	636	256	256
231	4	543	1271	256	256
231	3	1086	2541	256	256
208	6	225	251	225	251
228	4	959	1158	256	256
216	1	7671	9251	256	256
216	2	3836	4626	256	256
216	3	1918	2313	256	256
208	5	450	501	256	256
227	6	225	296	225	296
217	1	7192	8250	256	256
217	2	3596	4125	256	256
217	3	1798	2063	256	256
208	4	899	1001	256	256
227	5	450	592	256	256
219	5	398	546	256	256
219	4	796	1092	256	256
219	3	1592	2184	256	256
197	0	8438	9339	256	256
227	4	899	1183	256	256
218	5	386	522	256	256
218	4	772	1043	256	256
218	3	1544	2085	256	256
196	0	7384	7740	256	256
232	4	216	629	256	256
229	5	277	638	256	256
229	4	554	1275	256	256
229	3	1108	2550	256	256
195	6	113	219	113	219
232	3	431	1258	256	256
221	1	7192	9256	256	256
221	2	3596	4628	256	256
221	3	1798	2314	256	256
195	1	3608	6994	256	256
222	0	10106	21502	256	256
225	5	287	651	256	256
225	4	573	1301	256	256
225	3	1145	2601	256	256
195	0	7216	13987	256	256
222	1	5053	10751	256	256
232	2	861	2516	256	256
232	1	1721	5032	256	256
232	0	3441	10063	256	256
222	2	2527	5376	256	256
224	1	7192	9144	256	256
224	2	3596	4572	256	256
224	3	1798	2286	256	256
202	3	873	1915	256	256
224	6	225	286	225	286
222	5	316	672	256	256
222	4	632	1344	256	256
222	3	1264	2688	256	256
205	6	210	216	210	216
224	5	450	572	256	256
226	6	64	163	64	163
226	5	127	325	256	256
226	4	253	649	256	256
224	4	899	1143	256	256
227	1	7192	9458	256	256
227	2	3596	4729	256	256
227	3	1798	2365	256	256
205	5	420	432	256	256
226	3	505	1297	256	256
228	1	7671	9258	256	256
228	2	3836	4629	256	256
228	3	1918	2315	256	256
205	4	839	863	256	256
226	2	1009	2594	256	256
220	5	312	658	256	256
220	4	623	1315	256	256
220	3	1246	2630	256	256
204	6	180	202	180	202
225	0	9156	20808	256	256
230	1	7671	9585	256	256
230	2	3836	4793	256	256
230	3	1918	2397	256	256
204	5	360	404	256	256
225	1	4578	10404	256	256
215	5	317	653	256	256
215	4	633	1306	256	256
215	3	1265	2611	256	256
204	4	720	808	256	256
225	2	2289	5202	256	256
214	6	86	199	86	199
214	5	172	397	256	256
221	6	225	290	225	290
233	1	7671	9694	256	256
233	2	3836	4847	256	256
233	3	1918	2424	256	256
203	6	180	199	180	199
221	5	450	579	256	256
234	1	7192	9476	256	256
234	2	3596	4738	256	256
234	3	1798	2369	256	256
203	5	360	397	256	256
221	4	899	1157	256	256
210	5	345	666	256	256
210	4	690	1331	256	256
210	3	1379	2661	256	256
203	4	720	793	256	256
229	0	8859	20400	256	256
214	1	2750	6350	256	256
214	0	5500	12700	256	256
200	6	139	155	139	155
229	1	4430	10200	256	256
237	1	7671	9581	256	256
237	2	3836	4791	256	256
237	3	1918	2396	256	256
241	6	139	317	139	317
229	2	2215	5100	256	256
238	1	7671	9709	256	256
238	2	3836	4855	256	256
238	3	1918	2428	256	256
241	5	277	633	256	256
218	0	12349	16675	256	256
239	1	7671	10035	256	256
239	2	3836	5018	256	256
239	3	1918	2509	256	256
241	4	553	1265	256	256
218	1	6175	8338	256	256
240	1	7192	9819	256	256
240	2	3596	4910	256	256
240	3	1798	2455	256	256
226	1	2017	5188	256	256
218	2	3088	4169	256	256
200	2	2215	2470	256	256
200	1	4430	4940	256	256
200	0	8859	9880	256	256
219	0	12736	17468	256	256
199	3	923	1966	256	256
199	2	1846	3932	256	256
219	1	6368	8734	256	256
243	1	7671	9369	256	256
243	2	3836	4685	256	256
243	3	1918	2343	256	256
226	0	4033	10376	256	256
219	2	3184	4367	256	256
244	1	7192	9799	256	256
244	2	3596	4900	256	256
244	3	1798	2450	256	256
223	6	63	157	63	157
217	6	225	258	225	258
