is_a	ZFA:0000190	1
end	ZFS:0000044	1
start	ZFS:0000023	1
xref	TAO:0000014	1
xref	ZFIN:ZDB-ANAT-010921-424	1
is_a	ZFA:0000005	1
develops_from	ZFA:0005077	1
end	ZFS:0000044	1
part_of	ZFA:0005024	1
part_of	ZFA:0005295	1
start	ZFS:0000028	1
xref	ZFIN:ZDB-ANAT-061101-1	1
xref	TAO:0000016	1
xref	ZFIN:ZDB-ANAT-010921-427	1
is_a	ZFA:0001122	1
develops_from	ZFA:0000018	1
end	ZFS:0000038	1
start	ZFS:0000020	1
xref	TAO:0000017	1
xref	ZFIN:ZDB-ANAT-010921-428	1
is_a	ZFA:0001122	1
develops_from	ZFA:0000416	1
end	ZFS:0000035	1
start	ZFS:0000020	1
xref	TAO:0000018	1
xref	ZFIN:ZDB-ANAT-010921-429	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000711	1
end	ZFS:0000022	1
part_of	ZFA:0000111	1
start	ZFS:0000018	1
xref	TAO:0000019	1
xref	ZFIN:ZDB-ANAT-010921-430	1
is_a	ZFA:0001488	1
end	ZFS:0000044	1
part_of	ZFA:0001127	1
part_of	ZFA:0001158	1
part_of	ZFA:0001359	1
start	ZFS:0000025	1
xref	CARO:0000042	1
xref	TAO:0000020	1
xref	ZFIN:ZDB-ANAT-010921-431	1
is_a	ZFA:0000037	1
end	ZFS:0000032	1
start	ZFS:0000001	1
xref	TAO:0000022	1
xref	ZFIN:ZDB-ANAT-010921-433	1
is_a	ZFA:0001488	1
develops_from	ZFA:0001218	1
end	ZFS:0000044	1
part_of	ZFA:0000012	1
start	ZFS:0000024	1
xref	TAO:0000023	1
xref	ZFIN:ZDB-ANAT-010921-434	1
is_a	ZFA:0001105	1
develops_from	ZFA:0001126	1
end	ZFS:0000023	1
start	ZFS:0000017	1
xref	TAO:0000024	1
xref	ZFIN:ZDB-ANAT-010921-435	1
is_a	ZFA:0001477	1
end	ZFS:0000044	1
part_of	ZFA:0000046	1
start	ZFS:0000030	1
xref	TAO:0000026	1
xref	ZFIN:ZDB-ANAT-010921-437	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000058	1
end	ZFS:0000034	1
start	ZFS:0000025	1
xref	TAO:0000027	1
xref	ZFIN:ZDB-ANAT-060331-1	1
is_a	ZFA:0000434	1
end	ZFS:0000044	1
start	ZFS:0000000	1
xref	TAO:0000028	1
xref	ZFIN:ZDB-ANAT-010921-439	1
is_a	ZFA:0001477	1
develops_from	ZFA:0001065	1
end	ZFS:0000027	1
part_of	ZFA:0000010	1
start	ZFS:0000024	1
xref	TAO:0000029	1
xref	ZFIN:ZDB-ANAT-010921-440	1
is_a	ZFA:0001488	1
develops_from	ZFA:0007043	1
end	ZFS:0000044	1
part_of	ZFA:0000008	1
start	ZFS:0000025	1
xref	TAO:0000030	1
xref	ZFIN:ZDB-ANAT-010921-441	1
is_a	ZFA:0000386	1
develops_from	ZFA:0000168	1
end	ZFS:0000044	1
part_of	ZFA:0000700	1
start	ZFS:0000000	1
xref	TAO:0000031	1
xref	ZFIN:ZDB-ANAT-010921-442	1
is_a	ZFA:0001477	1
develops_from	ZFA:0001217	1
end	ZFS:0000035	1
part_of	ZFA:0000017	1
start	ZFS:0000025	1
xref	TAO:0000032	1
xref	ZFIN:ZDB-ANAT-010921-443	1
is_a	ZFA:0001488	1
end	ZFS:0000044	1
part_of	ZFA:0000101	1
start	ZFS:0000028	1
xref	TAO:0000033	1
xref	ZFIN:ZDB-ANAT-010921-444	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000121	1
develops_from	ZFA:0001201	1
end	ZFS:0000033	1
part_of	ZFA:0005023	1
start	ZFS:0000026	1
xref	TAO:0000034	1
xref	ZFIN:ZDB-ANAT-010921-445	1
is_a	ZFA:0000282	1
end	ZFS:0000044	1
part_of	ZFA:0000142	1
start	ZFS:0000025	1
xref	TAO:0000035	1
xref	ZFIN:ZDB-ANAT-010921-447	1
is_a	ZFA:0001477	1
develops_from	ZFA:0001679	1
end	ZFS:0000044	1
part_of	ZFA:0005566	1
start	ZFS:0000030	1
xref	TAO:0000036	1
xref	ZFIN:ZDB-ANAT-010921-449	1
is_a	ZFA:0001439	1
end	ZFS:0000044	1
start	ZFS:0000029	1
xref	CARO:0000003	1
xref	TAO:0000037	1
xref	ZFIN:ZDB-ANAT-061101-2	1
is_a	ZFA:0100000	1
end	ZFS:0000044	1
start	ZFS:0000001	1
xref	TAO:0000038	1
xref	ZFIN:ZDB-ANAT-010921-451	1
is_a	ZFA:0001105	1
end	ZFS:0000022	1
start	ZFS:0000016	1
xref	TAO:0000039	1
xref	ZFIN:ZDB-ANAT-010921-452	1
is_a	ZFA:0000082	1
end	ZFS:0000044	1
start	ZFS:0000029	1
xref	TAO:0000040	1
xref	ZFIN:ZDB-ANAT-010921-453	1
is_a	ZFA:0000292	1
end	ZFS:0000037	1
start	ZFS:0000028	1
xref	TAO:0000041	1
xref	ZFIN:ZDB-ANAT-010921-454	1
is_a	ZFA:0001122	1
develops_from	ZFA:0001377	1
end	ZFS:0000034	1
start	ZFS:0000020	1
xref	TAO:0000042	1
xref	ZFIN:ZDB-ANAT-010921-455	1
is_a	ZFA:0001689	1
develops_from	ZFA:0007047	1
end	ZFS:0000044	1
part_of	ZFA:0000008	1
start	ZFS:0000026	1
xref	TAO:0000043	1
xref	ZFIN:ZDB-ANAT-010921-456	1
is_a	ZFA:0001086	1
end	ZFS:0000034	1
part_of	ZFA:0000963	1
start	ZFS:0000024	1
xref	TAO:0000044	1
xref	ZFIN:ZDB-ANAT-010921-457	1
is_a	ZFA:0001056	1
end	ZFS:0000034	1
part_of	ZFA:0000726	1
start	ZFS:0000026	1
xref	TAO:0000045	1
xref	ZFIN:ZDB-ANAT-010921-458	1
is_a	ZFA:0001477	1
end	ZFS:0000029	1
start	ZFS:0000023	1
xref	TAO:0000046	1
xref	ZFIN:ZDB-ANAT-010921-459	1
is_a	ZFA:0001477	1
develops_from	ZFA:0001071	1
end	ZFS:0000044	1
part_of	ZFA:0000152	1
start	ZFS:0000030	1
xref	TAO:0000047	1
xref	ZFIN:ZDB-ANAT-010921-463	1
is_a	ZFA:0001490	1
develops_from	ZFA:0000048	1
end	ZFS:0000044	1
part_of	ZFA:0001149	1
start	ZFS:0000030	1
xref	TAO:0000048	1
xref	ZFIN:ZDB-ANAT-010921-464	1
is_a	ZFA:0001309	1
develops_from	ZFA:0007062	1
end	ZFS:0000029	1
part_of	ZFA:0001149	1
start	ZFS:0000025	1
xref	TAO:0000049	1
xref	ZFIN:ZDB-ANAT-010921-465	1
is_a	ZFA:0001643	1
end	ZFS:0000044	1
part_of	ZFA:0000079	1
start	ZFS:0000029	1
xref	TAO:0000050	1
xref	ZFIN:ZDB-ANAT-010921-466	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000570	1
end	ZFS:0000027	1
part_of	ZFA:0001678	1
start	ZFS:0000024	1
xref	TAO:0000051	1
xref	ZFIN:ZDB-ANAT-010921-468	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000138	1
end	ZFS:0000000	1
start	ZFS:0000026	1
xref	TAO:0000052	1
xref	ZFIN:ZDB-ANAT-060131-1	1
is_a	ZFA:0000089	1
end	ZFS:0000034	1
part_of	ZFA:0000102	1
start	ZFS:0000029	1
xref	TAO:0000053	1
xref	ZFIN:ZDB-ANAT-010921-470	1
is_a	ZFA:0001105	1
end	ZFS:0000022	1
part_of	ZFA:0000041	1
start	ZFS:0000020	1
xref	TAO:0000054	1
xref	ZFIN:ZDB-ANAT-010921-471	1
is_a	ZFA:0005425	1
end	ZFS:0000044	1
part_of	ZFA:0000010	1
start	ZFS:0000028	1
xref	TAO:0000056	1
xref	ZFIN:ZDB-ANAT-010921-473	1
is_a	ZFA:0001488	1
end	ZFS:0000044	1
part_of	ZFA:0000339	1
start	ZFS:0000025	1
xref	TAO:0000058	1
xref	ZFIN:ZDB-ANAT-010921-475	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000004	1
end	ZFS:0000029	1
part_of	ZFA:0000060	1
start	ZFS:0000022	1
xref	TAO:0000059	1
xref	ZFIN:ZDB-ANAT-010921-476	1
is_a	ZFA:0000338	1
end	ZFS:0000044	1
start	ZFS:0000029	1
xref	TAO:0000060	1
xref	ZFIN:ZDB-ANAT-010921-477	1
is_a	ZFA:0001477	1
end	ZFS:0000029	1
part_of	ZFA:0001204	1
start	ZFS:0000020	1
xref	TAO:0000062	1
xref	ZFIN:ZDB-ANAT-010921-479	1
is_a	ZFA:0001105	1
end	ZFS:0000020	1
part_of	ZFA:0000146	1
part_of	ZFA:0007014	1
start	ZFS:0000019	1
xref	TAO:0000063	1
xref	ZFIN:ZDB-ANAT-010921-480	1
is_a	ZFA:0001116	1
end	ZFS:0000021	1
start	ZFS:0000014	1
xref	TAO:0000064	1
xref	ZFIN:ZDB-ANAT-010921-481	1
is_a	ZFA:0001477	1
end	ZFS:0000029	1
part_of	ZFA:0001202	1
start	ZFS:0000028	1
xref	TAO:0000066	1
xref	ZFIN:ZDB-ANAT-010921-484	1
is_a	ZFA:0000292	1
end	ZFS:0000044	1
part_of	ZFA:0000112	1
start	ZFS:0000028	1
xref	TAO:0000067	1
xref	ZFIN:ZDB-ANAT-010921-485	1
is_a	ZFA:0000041	1
end	ZFS:0000024	1
part_of	ZFA:0001206	1
start	ZFS:0000023	1
xref	TAO:0000068	1
xref	ZFIN:ZDB-ANAT-010921-486	1
is_a	ZFA:0000020	1
end	ZFS:0000024	1
part_of	ZFA:0000132	1
start	ZFS:0000023	1
xref	TAO:0000069	1
xref	ZFIN:ZDB-ANAT-010921-487	1
is_a	ZFA:0001064	1
develops_from	ZFA:0001210	1
end	ZFS:0000000	1
start	ZFS:0000025	1
xref	TAO:0000070	1
xref	ZFIN:ZDB-ANAT-010921-488	1
xref	TAO:0000071	1
xref	ZFIN:ZDB-ANAT-010921-489	1
is_a	ZFA:0001105	1
end	ZFS:0000019	1
part_of	ZFA:0000111	1
start	ZFS:0000019	1
xref	TAO:0000072	1
xref	ZFIN:ZDB-ANAT-010921-490	1
is_a	ZFA:0000155	1
end	ZFS:0000034	1
start	ZFS:0000023	1
xref	TAO:0000073	1
xref	ZFIN:ZDB-ANAT-010921-492	1
is_a	ZFA:0000155	1
end	ZFS:0000034	1
start	ZFS:0000024	1
xref	TAO:0000074	1
xref	ZFIN:ZDB-ANAT-010921-493	1
is_a	ZFA:0000155	1
end	ZFS:0000034	1
start	ZFS:0000028	1
xref	TAO:0000075	1
xref	ZFIN:ZDB-ANAT-010921-494	1
xref	ZFIN:ZDB-ANAT-081013-39	1
is_a	ZFA:0001490	1
develops_from	ZFA:0007042	1
end	ZFS:0000044	1
part_of	ZFA:0000012	1
start	ZFS:0000029	1
xref	TAO:0000076	1
xref	ZFIN:ZDB-ANAT-010921-495	1
is_a	ZFA:0001490	1
develops_from	ZFA:0005335	1
end	ZFS:0000044	1
part_of	ZFA:0001438	1
start	ZFS:0000034	1
xref	TAO:0000077	1
xref	ZFIN:ZDB-ANAT-010921-496	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000038	1
end	ZFS:0000029	1
start	ZFS:0000022	1
xref	TAO:0000078	1
xref	ZFIN:ZDB-ANAT-060131-2	1
is_a	ZFA:0000089	1
end	ZFS:0000034	1
part_of	ZFA:0001069	1
start	ZFS:0000029	1
xref	TAO:0000079	1
xref	ZFIN:ZDB-ANAT-010921-498	1
is_a	ZFA:0001488	1
develops_from	ZFA:0000571	1
end	ZFS:0000044	1
part_of	ZFA:0000109	1
start	ZFS:0000025	1
xref	TAO:0000080	1
xref	ZFIN:ZDB-ANAT-010921-499	1
is_a	ZFA:0001194	1
end	ZFS:0000028	1
start	ZFS:0000023	1
xref	TAO:0000081	1
xref	ZFIN:ZDB-ANAT-010921-500	1
is_a	ZFA:0000393	1
end	ZFS:0000034	1
start	ZFS:0000022	1
xref	TAO:0000082	1
xref	ZFIN:ZDB-ANAT-010921-501	1
is_a	ZFA:0005314	1
end	ZFS:0000044	1
part_of	ZFA:0001079	1
start	ZFS:0000027	1
xref	TAO:0000083	1
xref	ZFIN:ZDB-ANAT-010921-502	1
is_a	ZFA:0000041	1
end	ZFS:0000029	1
start	ZFS:0000020	1
xref	CL:0000428	1
xref	TAO:0000084	1
xref	ZFIN:ZDB-ANAT-010921-503	1
xref	ZFIN:ZDB-ANAT-070308-157	1
is_a	ZFA:0009000	1
end	ZFS:0000036	1
start	ZFS:0000001	1
xref	TAO:0000085	1
xref	TAO:0000736	1
xref	ZFIN:ZDB-ANAT-010921-504	1
xref	ZFIN:ZDB-ANAT-020309-116	1
is_a	ZFA:0001702	1
end	ZFS:0000032	1
part_of	ZFA:0000141	1
start	ZFS:0000030	1
xref	TAO:0000086	1
xref	ZFIN:ZDB-ANAT-010921-505	1
is_a	ZFA:0001105	1
develops_from	ZFA:0001484	1
end	ZFS:0000021	1
part_of	ZFA:0001176	1
start	ZFS:0000016	1
xref	TAO:0000088	1
xref	ZFIN:ZDB-ANAT-010921-508	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000084	1
develops_from	ZFA:0000541	1
end	ZFS:0000037	1
start	ZFS:0000011	1
xref	TAO:0000089	1
xref	ZFIN:ZDB-ANAT-060131-3	1
is_a	ZFA:0005435	1
end	ZFS:0000034	1
part_of	ZFA:0000040	1
start	ZFS:0000029	1
xref	TAO:0000090	1
xref	ZFIN:ZDB-ANAT-010921-511	1
is_a	ZFA:0001702	1
end	ZFS:0000035	1
part_of	ZFA:0001173	1
start	ZFS:0000030	1
xref	TAO:0000091	1
xref	TAO:0001219	1
xref	ZFIN:ZDB-ANAT-010921-512	1
is_a	ZFA:0001116	1
end	ZFS:0000022	1
part_of	ZFA:0001204	1
start	ZFS:0000020	1
xref	TAO:0000092	1
xref	ZFIN:ZDB-ANAT-010921-513	1
is_a	ZFA:0001308	1
end	ZFS:0000024	1
start	ZFS:0000017	1
xref	TAO:0000093	1
xref	ZFIN:ZDB-ANAT-010921-514	1
is_a	ZFA:0009000	1
end	ZFS:0000015	1
part_of	ZFA:0001175	1
start	ZFS:0000001	1
xref	TAO:0000094	1
xref	ZFIN:ZDB-ANAT-010921-515	1
is_a	ZFA:0001477	1
end	ZFS:0000029	1
part_of	ZFA:0000033	1
start	ZFS:0000028	1
xref	TAO:0000095	1
xref	ZFIN:ZDB-ANAT-010921-516	1
is_a	ZFA:0001478	1
end	ZFS:0000044	1
part_of	ZFA:0001216	1
part_of	ZFA:0001613	1
start	ZFS:0000025	1
xref	TAO:0000096	1
xref	ZFIN:ZDB-ANAT-010921-517	1
is_a	ZFA:0001079	1
end	ZFS:0000044	1
start	ZFS:0000027	1
xref	TAO:0000097	1
xref	ZFIN:ZDB-ANAT-010921-518	1
is_a	ZFA:0000005	1
end	ZFS:0000044	1
start	ZFS:0000029	1
xref	TAO:0000098	1
xref	ZFIN:ZDB-ANAT-010921-520	1
is_a	ZFA:0001478	1
end	ZFS:0000044	1
start	ZFS:0000012	1
xref	TAO:0000099	1
xref	ZFIN:ZDB-ANAT-060131-4	1
is_a	ZFA:0001267	1
end	ZFS:0000044	1
start	ZFS:0000029	1
xref	TAO:0000100	1
xref	ZFIN:ZDB-ANAT-010921-522	1
is_a	ZFA:0001488	1
develops_from	ZFA:0001442	1
end	ZFS:0000044	1
part_of	ZFA:0000029	1
start	ZFS:0000028	1
xref	TAO:0000101	1
xref	ZFIN:ZDB-ANAT-010921-524	1
is_a	ZFA:0001488	1
develops_from	ZFA:0000574	1
end	ZFS:0000044	1
part_of	ZFA:0000109	1
start	ZFS:0000025	1
xref	TAO:0000102	1
xref	ZFIN:ZDB-ANAT-010921-525	1
is_a	ZFA:0001488	1
end	ZFS:0000037	1
part_of	ZFA:0000040	1
start	ZFS:0000028	1
xref	ZFIN:ZDB-ANAT-010921-528	1
xref	ZFIN:ZDB-ANAT-010921-529	1
xref	TAO:0000105	1
xref	ZFIN:ZDB-ANAT-010921-530	1
is_a	ZFA:0001486	1
develops_from	ZFA:0000016	1
end	ZFS:0000044	1
part_of	ZFA:0000368	1
start	ZFS:0000029	1
xref	TAO:0000106	1
xref	ZFIN:ZDB-ANAT-010921-531	1
is_a	ZFA:0001308	1
end	ZFS:0000036	1
part_of	ZFA:0000084	1
start	ZFS:0000025	1
xref	TAO:0000107	1
xref	ZFIN:ZDB-ANAT-010921-532	1
is_a	ZFA:0001490	1
develops_from	ZFA:0001678	1
end	ZFS:0000044	1
part_of	ZFA:0001114	1
part_of	ZFA:0001127	1
start	ZFS:0000029	1
xref	TAO:0000108	1
xref	ZFIN:ZDB-ANAT-010921-533	1
is_a	ZFA:0000292	1
end	ZFS:0000044	1
start	ZFS:0000028	1
xref	TAO:0000109	1
xref	ZFIN:ZDB-ANAT-010921-534	1
is_a	ZFA:0001488	1
develops_from	ZFA:0007041	1
end	ZFS:0000044	1
part_of	ZFA:0000008	1
start	ZFS:0000025	1
xref	TAO:0000110	1
xref	ZFIN:ZDB-ANAT-010921-535	1
is_a	ZFA:0001488	1
end	ZFS:0000044	1
part_of	ZFA:0000029	1
part_of	ZFA:0001261	1
start	ZFS:0000026	1
xref	TAO:0000111	1
xref	ZFIN:ZDB-ANAT-010921-536	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000038	1
end	ZFS:0000022	1
start	ZFS:0000018	1
xref	TAO:0000112	1
xref	ZFIN:ZDB-ANAT-010921-537	1
is_a	ZFA:0001512	1
develops_from	ZFA:0000017	1
end	ZFS:0000044	1
part_of	ZFA:0000339	1
start	ZFS:0000025	1
xref	TAO:0000113	1
xref	ZFIN:ZDB-ANAT-010921-538	1
is_a	ZFA:0000393	1
end	ZFS:0000044	1
start	ZFS:0000023	1
xref	TAO:0000114	1
xref	ZFIN:ZDB-ANAT-010921-539	1
is_a	ZFA:0001490	1
develops_from	ZFA:0000360	1
end	ZFS:0000044	1
part_of	ZFA:0000010	1
part_of	ZFA:0001438	1
start	ZFS:0000032	1
xref	TAO:0000115	1
xref	ZFIN:ZDB-ANAT-010921-540	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000028	1
end	ZFS:0000028	1
start	ZFS:0000027	1
xref	TAO:0000116	1
xref	ZFIN:ZDB-ANAT-010921-541	1
is_a	ZFA:0000386	1
develops_from	ZFA:0000558	1
end	ZFS:0000044	1
part_of	ZFA:0000374	1
start	ZFS:0000000	1
xref	TAO:0000117	1
xref	ZFIN:ZDB-ANAT-010921-542	1
is_a	ZFA:0001105	1
develops_from	ZFA:0000711	1
end	ZFS:0000022	1
part_of	ZFA:0000111	1
start	ZFS:0000018	1
xref	TAO:0000118	1
xref	ZFIN:ZDB-ANAT-010921-543	1
is_a	ZFA:0000496	1
end	ZFS:0000044	1
part_of	ZFA:0000101	1
part_of	ZFA:0001158	1
start	ZFS:0000027	1
xref	TAO:0000119	1
xref	ZFIN:ZDB-ANAT-010921-544	1
is_a	ZFA:0001477	1
end	ZFS:0000044	1
part_of	ZFA:0000046	1
start	ZFS:0000030	1
xref	TAO:0000120	1
xref	ZFIN:ZDB-ANAT-010921-546	1
is_a	ZFA:0000013	1
end	ZFS:0000044	1
part_of	ZFA:0000034	1
start	ZFS:0000029	1
xref	TAO:0000121	1
xref	ZFIN:ZDB-ANAT-010921-547	1
is_a	ZFA:0000041	1
end	ZFS:0000029	1
start	ZFS:0000023	1
xref	TAO:0000122	1
xref	ZFIN:ZDB-ANAT-010921-548	1
is_a	ZFA:0001477	1
end	ZFS:0000026	1
part_of	ZFA:0000016	1
part_of	ZFA:0001678	1
start	ZFS:0000024	1
xref	TAO:0000123	1
xref	ZFIN:ZDB-ANAT-010921-549	1
is_a	ZFA:0001491	1
develops_from	ZFA:0000124	1
end	ZFS:0000044	1
part_of	ZFA:0000036	1
part_of	ZFA:0000339	1
part_of	ZFA:0001159	1
start	ZFS:0000030	1
xref	TAO:0000124	1
xref	ZFIN:ZDB-ANAT-010921-550	1
is_a	ZFA:0001105	1
end	ZFS:0000029	1
part_of	ZFA:0000036	1
start	ZFS:0000029	1
xref	TAO:0000125	1
xref	ZFIN:ZDB-ANAT-010921-551	1
is_a	ZFA:0000243	1
end	ZFS:0000044	1
part_of	ZFA:0000259	1
start	ZFS:0000036	1
xref	TAO:0000126	1
xref	ZFIN:ZDB-ANAT-060331-2	1
is_a	ZFA:0001591	1
end	ZFS:0000044	1
part_of	ZFA:0001189	1
start	ZFS:0000035	1
xref	ZFIN:ZDB-ANAT-010921-554	1
xref	TAO:0000128	1
xref	ZFIN:ZDB-ANAT-010921-555	1
is_a	ZFA:0001488	1
develops_from	ZFA:0007039	1
end	ZFS:0000044	1
part_of	ZFA:0000008	1
start	ZFS:0000025	1
xref	TAO:0000130	1
xref	ZFIN:ZDB-ANAT-010921-558	1
is_a	ZFA:0001643	1
end	ZFS:0000044	1
part_of	ZFA:0000047	1
start	ZFS:0000030	1
xref	TAO:0000131	1
xref	ZFIN:ZDB-ANAT-010921-559	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000132	1
end	ZFS:0000025	1
start	ZFS:0000022	1
xref	TAO:0000132	1
xref	ZFIN:ZDB-ANAT-010921-560	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000063	1
end	ZFS:0000024	1
start	ZFS:0000020	1
xref	TAO:0000133	1
xref	ZFIN:ZDB-ANAT-010921-561	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000131	1
end	ZFS:0000026	1
start	ZFS:0000024	1
xref	TAO:0000135	1
xref	ZFIN:ZDB-ANAT-010921-564	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000091	1
end	ZFS:0000044	1
part_of	ZFA:0001414	1
start	ZFS:0000022	1
xref	TAO:0000136	1
xref	ZFIN:ZDB-ANAT-010921-565	1
is_a	ZFA:0000243	1
end	ZFS:0000044	1
part_of	ZFA:0000464	1
start	ZFS:0000036	1
xref	TAO:0000137	1
xref	ZFIN:ZDB-ANAT-010921-566	1
is_a	ZFA:0001477	1
develops_from	ZFA:0007031	1
end	ZFS:0000037	1
part_of	ZFA:0000101	1
start	ZFS:0000025	1
xref	TAO:0000138	1
xref	ZFIN:ZDB-ANAT-010921-568	1
is_a	ZFA:0001310	1
end	ZFS:0000028	1
part_of	ZFA:0001138	1
start	ZFS:0000022	1
xref	TAO:0000140	1
xref	ZFIN:ZDB-ANAT-010921-570	1
is_a	ZFA:0000496	1
develops_from	ZFA:0001390	1
end	ZFS:0000044	1
part_of	ZFA:0001371	1
part_of	ZFA:0001438	1
start	ZFS:0000033	1
xref	TAO:0000141	1
xref	ZFIN:ZDB-ANAT-010921-571	1
is_a	ZFA:0001383	1
develops_from	ZFA:0001453	1
end	ZFS:0000033	1
start	ZFS:0000029	1
xref	TAO:0000142	1
xref	ZFIN:ZDB-ANAT-010921-572	1
is_a	ZFA:0000396	1
end	ZFS:0000044	1
start	ZFS:0000023	1
xref	TAO:0000143	1
xref	ZFIN:ZDB-ANAT-010921-574	1
is_a	ZFA:0001477	1
end	ZFS:0000044	1
part_of	ZFA:0000046	1
start	ZFS:0000030	1
xref	TAO:0000144	1
xref	ZFIN:ZDB-ANAT-010921-575	1
is_a	ZFA:0001486	1
develops_from	ZFA:0000064	1
end	ZFS:0000044	1
part_of	ZFA:0000152	1
start	ZFS:0000030	1
xref	TAO:0000146	1
xref	ZFIN:ZDB-ANAT-010921-578	1
is_a	ZFA:0001105	1
end	ZFS:0000020	1
part_of	ZFA:0000063	1
start	ZFS:0000014	1
xref	TAO:0000148	1
xref	ZFIN:ZDB-ANAT-010921-580	1
is_a	ZFA:0001105	1
end	ZFS:0000020	1
part_of	ZFA:0000146	1
part_of	ZFA:0007014	1
start	ZFS:0000019	1
xref	TAO:0000149	1
xref	ZFIN:ZDB-ANAT-010921-583	1
is_a	ZFA:0001488	1
develops_from	ZFA:0000115	1
end	ZFS:0000029	1
start	ZFS:0000028	1
xref	TAO:0000150	1
xref	ZFIN:ZDB-ANAT-010921-585	1
is_a	ZFA:0005171	1
develops_from	ZFA:0000067	1
end	ZFS:0000037	1
part_of	ZFA:0000151	1
start	ZFS:0000025	1
xref	TAO:0000151	1
xref	ZFIN:ZDB-ANAT-010921-586	1
is_a	ZFA:0001490	1
develops_from	ZFA:0000067	1
end	ZFS:0000037	1
part_of	ZFA:0000163	1
part_of	ZFA:0001438	1
start	ZFS:0000025	1
xref	TAO:0000152	1
xref	ZFIN:ZDB-ANAT-010921-587	1
is_a	ZFA:0001488	1
develops_from	ZFA:0001202	1
end	ZFS:0000044	1
part_of	ZFA:0005567	1
start	ZFS:0000030	1
xref	TAO:0000153	1
xref	ZFIN:ZDB-ANAT-010921-588	1
is_a	ZFA:0001064	1
develops_from	ZFA:0001214	1
end	ZFS:0000000	1
start	ZFS:0000025	1
xref	TAO:0000154	1
xref	ZFIN:ZDB-ANAT-010921-590	1
is_a	ZFA:0001488	1
develops_from	ZFA:0001722	1
end	ZFS:0000044	1
part_of	ZFA:0000114	1
start	ZFS:0000032	1
xref	TAO:0000155	1
xref	ZFIN:ZDB-ANAT-010921-591	1
is_a	ZFA:0001477	1
develops_from	ZFA:0000279	1
end	ZFS:0000034	1
part_of	ZFA:0001115	1
start	ZFS:0000023	1
xref	TAO:0000156	1
xref	ZFIN:ZDB-ANAT-010921-593	1
